,N Features,Score
0,5,0.9221147268640673
1,6,0.92250561907554
2,7,0.9207466041239128
3,8,0.9210397732825173
4,9,0.9217238346525946
5,10,0.9221147268640673
6,11,0.9211374963353856
7,12,0.9220170038111991
8,13,0.9260236489787941
9,14,0.9241669109742988
10,15,0.9244600801329034
11,16,0.9250464184501124
12,17,0.9247532492915078
13,18,0.9241669109742988
14,19,0.9253395876087169
15,20,0.924264634027167
